@relation delta_ail
@attribute RollRate real [-0.0208, 0.0177]
@attribute PitchRate real [-0.0077, 0.0108]
@attribute currPitch real [-0.0060, 0.041]
@attribute currRoll real [-0.05, 0.051]
@attribute diffRollRate real [-0.0015, 8.2E-4]
@attribute Sa real [-0.0021, 0.0022]
@inputs RollRate, PitchRate, currPitch, currRoll, diffRollRate
@outputs Sa
@data
-0.0014, 0.0037, 0.032, -0.01, 2.2E-4, 4.0E-4
-0.0059, 0.0031, 0.021, -0.0010, -6.0E-5, 4.0E-4
0.0036, 0.0049, 0.024, -0.011, 3.3E-4, 1.0E-4
0.0082, 0.0019, 0.022, -0.0020, 1.6E-4, -1.0E-4
-2.0E-4, 0.0021, 0.012, 0.029, -1.5E-4, -2.0E-4
-0.0035, 0.0019, 0.014, 0.014, -2.3E-4, 2.0E-4
-7.0E-4, 0.0037, 0.013, -0.0090, 1.0E-5, 2.0E-4
0.0094, 9.0E-4, 0.0060, 0.01, 3.9E-4, -5.0E-4
0.0091, 0.0034, 0.0080, 0.028, -1.5E-4, -3.0E-4
-0.0048, 0.0025, 0.01, 0.018, -1.0E-4, 1.0E-4
-0.0057, 0.0034, 0.019, 0.0040, -1.5E-4, 2.0E-4
-0.0066, 0.0032, 0.0060, 0.0040, -7.0E-5, 1.0E-4
0.0061, 0.0025, 0.014, -0.015, 3.6E-4, -3.0E-4
0.0080, 0.0030, 0.014, -0.0030, 2.0E-5, -1.0E-4
0.0082, 7.0E-4, 0.012, -0.014, 4.3E-4, -3.0E-4
0.0095, 5.0E-4, 0.0060, 0.013, -1.7E-4, -2.0E-4
-0.0058, 0.0045, 0.016, 0.025, -9.0E-5, 1.0E-4
-0.0036, 0.0020, 0.0050, 0.0010, -1.6E-4, 1.0E-4
0.0020, 0.0029, 0.015, 0.0090, -1.4E-4, -2.0E-4
-0.0039, 0.0039, 0.0040, 0.033, -2.9E-4, 2.0E-4
-0.0063, 0.0014, 0.0090, -0.011, -1.7E-4, 4.0E-4
0.0052, 0.0047, 0.014, -0.0070, 3.0E-5, -2.0E-4
-0.0058, 0.0012, 0.0090, -0.012, -8.0E-5, 3.0E-4
0.0050, -9.0E-4, 0.015, -0.017, 4.6E-4, -2.0E-4
0.0035, -0.0012, 0.0090, -0.021, 2.5E-4, -1.0E-4
-0.0046, 3.0E-4, 0.011, -0.03, 2.4E-4, 1.0E-4
0.0069, 0.0017, 0.011, -0.024, 2.2E-4, -1.0E-4
0.0069, -7.0E-4, 0.017, 0.011, 4.0E-5, -2.0E-4
0.0084, 0.0023, 0.0030, 0.036, -2.8E-4, -1.0E-4
0.0065, -5.0E-4, 0.01, 0.011, -3.0E-5, -1.0E-4
0.0016, 4.0E-4, 0.0090, 0.011, 3.0E-5, -1.0E-4
0.0031, 0.0018, 0.014, 0.01, -1.2E-4, 1.0E-4
-0.0054, 0.0036, 0.022, -0.043, 3.1E-4, 1.0E-4
0.0035, -0.0022, 0.014, 0.0080, 1.0E-5, 1.0E-4
-0.0053, -2.0E-4, 0.013, 0.0070, -8.0E-5, 2.0E-4
-0.0068, -3.0E-4, 0.011, 0.0050, -2.2E-4, 4.0E-4
-0.0041, 0.0019, 0.011, 0.023, -3.3E-4, 1.0E-4
0.0045, -9.0E-4, 0.0070, -0.0010, 2.1E-4, -1.0E-4
0.0085, 0.0, 0.01, 0.016, -3.0E-5, -2.0E-4
-0.0053, -3.0E-4, 0.0070, 0.028, -2.3E-4, 1.0E-4
0.0051, -1.0E-4, 0.01, 0.0040, 1.8E-4, -1.0E-4
0.0018, -3.0E-4, 0.0080, 0.028, -1.6E-4, -1.0E-4
-0.0039, -0.0010, 0.0050, 0.026, -2.2E-4, 3.0E-4
-0.0061, -9.0E-4, 0.0080, 0.011, -1.6E-4, 2.0E-4
0.0083, 0.0011, 0.013, 0.0, 1.6E-4, -1.0E-4
0.0076, 0.0012, 0.0090, -0.0060, 1.9E-4, -2.0E-4
0.0035, 0.0025, 0.02, -0.024, 2.1E-4, -3.0E-4
0.0046, 0.0020, 0.021, 0.016, -3.2E-4, 5.0E-4
0.0064, 1.0E-4, 0.016, -0.0020, 2.0E-4, -5.0E-4
0.0051, 0.0024, 0.012, -0.0090, 1.7E-4, -4.0E-4
0.0066, -0.0016, 0.014, 0.015, 1.0E-4, -4.0E-4
0.0057, 2.0E-4, 0.01, 0.012, 1.3E-4, -3.0E-4
-0.0072, -0.0020, 0.013, 0.022, -2.0E-5, 1.0E-4
5.0E-4, 0.0016, 0.018, 0.0090, -1.2E-4, -2.0E-4
-0.0099, 0.0033, 0.012, 0.02, -1.9E-4, 1.0E-4
0.0035, 0.0029, 0.014, 0.033, -4.7E-4, -4.0E-4
0.0092, 0.0016, 0.0090, -0.017, 2.0E-5, -2.0E-4
-0.0045, 0.0070, 0.016, 0.0090, -1.9E-4, 1.0E-4
-0.0097, 0.0016, 0.019, -0.012, -1.7E-4, 6.0E-4
0.0089, -2.0E-4, 0.0090, -0.026, 2.8E-4, -1.0E-4
0.0068, 0.0023, 0.016, 0.016, -1.0E-4, -1.0E-4
-0.0059, -0.0014, 0.022, 0.0010, -3.0E-5, 1.0E-4
0.0046, 0.0030, 0.0030, 0.013, -1.1E-4, -2.0E-4
-0.0039, -8.0E-4, 0.0070, 0.0070, -2.0E-5, 2.0E-4
0.0045, -0.0025, 0.0040, -0.0020, 1.6E-4, -1.0E-4
0.0081, -5.0E-4, 0.0010, 0.022, 4.0E-5, -2.0E-4
-0.0087, 0.0016, 0.0050, 0.023, -1.9E-4, 1.0E-4
0.0079, -6.0E-4, 0.0040, -0.0030, 1.2E-4, -2.0E-4
-0.0020, -2.0E-4, 0.013, -0.011, 8.0E-5, 1.0E-4
0.0056, 0.0023, 0.0050, 0.0, 8.0E-5, -2.0E-4
-0.0067, 1.0E-4, 0.01, -0.011, 6.0E-5, 1.0E-4
-0.0037, -8.0E-4, 0.012, 0.015, -1.4E-4, 1.0E-4
-0.0053, -8.0E-4, 0.01, 0.0040, -4.0E-5, 1.0E-4
0.0050, 0.0011, 0.013, 0.036, -1.2E-4, -1.0E-4
0.0083, -3.0E-4, 0.0090, -0.0040, 1.6E-4, -1.0E-4
0.0043, 0.0011, 0.0050, 0.012, 1.0E-5, -2.0E-4
-0.0038, 3.0E-4, 0.011, 0.014, -9.0E-5, 1.0E-4
0.0038, 0.0024, 0.012, 0.014, -4.0E-5, -1.0E-4
0.0043, 0.0017, 0.012, 0.014, -4.0E-5, -1.0E-4
0.0057, 0.0013, 0.0090, 0.0010, 8.0E-5, -1.0E-4
0.0076, -3.0E-4, 0.0020, -0.0020, 1.6E-4, -1.0E-4
-0.0015, 0.0016, 0.012, 0.04, -2.0E-4, 1.0E-4
0.0056, -5.0E-4, 0.0070, -0.0060, 8.0E-5, -1.0E-4
0.0078, 0.0038, 0.03, 0.012, 8.0E-5, -3.0E-4
-0.0038, 0.0047, 0.026, -0.0030, -1.7E-4, 5.0E-4
-0.0022, 0.0048, 0.027, -0.013, 1.2E-4, 2.0E-4
0.0046, 0.0026, 0.022, -0.01, 2.0E-4, -2.0E-4
-0.0015, 0.0051, 0.014, -0.0090, 2.0E-4, -1.0E-4
-0.0042, 0.0052, 0.01, -0.01, -8.0E-5, 4.0E-4
0.0015, 7.0E-4, 0.014, 0.01, -4.0E-5, -6.0E-4
-0.0054, 0.0010, 0.0090, 0.0070, -4.1E-4, 7.0E-4
-0.0071, 0.0016, 0.012, 0.021, -4.4E-4, 1.0E-4
-0.0015, 0.0022, 0.0040, 0.034, -3.7E-4, -1.0E-4
-0.0096, 0.0028, 0.0040, 0.023, -3.8E-4, 4.0E-4
-0.0042, 1.0E-4, 0.015, 0.014, -2.4E-4, 3.0E-4
0.0057, 0.0046, 0.012, 0.015, -2.1E-4, -1.0E-4
0.0012, 0.0033, 0.013, 0.011, -2.9E-4, -1.0E-4
-0.0069, 0.0021, 0.014, 0.0050, -4.1E-4, 8.0E-4
-0.0040, 0.0027, 0.012, -0.011, 3.5E-4, 2.0E-4
0.0096, 0.0043, 0.014, -0.0030, 1.4E-4, -3.0E-4
-0.0095, 0.0033, 0.0090, 0.0050, -5.6E-4, 8.0E-4
0.0053, 0.0033, 0.011, -0.027, 7.7E-4, -4.0E-4
0.0104, 0.0059, 0.011, 0.029, -4.1E-4, -6.0E-4
0.0068, 0.0, 0.014, 0.011, -6.0E-5, -1.0E-4
0.0058, 1.0E-4, 0.0050, 0.025, -1.1E-4, -1.0E-4
-0.0077, 4.0E-4, 0.0040, 0.0070, -6.0E-5, 1.0E-4
0.0041, -0.0037, 0.0090, 0.01, 6.0E-5, -1.0E-4
-0.0050, 0.0010, 0.0070, 0.0060, -4.0E-5, -1.0E-4
-0.0058, 0.0011, 0.0090, -0.0010, -5.0E-5, 1.0E-4
0.0067, -3.0E-4, 0.0080, -0.0010, 7.0E-5, -1.0E-4
-0.0051, -9.0E-4, 0.0060, -0.01, 3.0E-5, 1.0E-4
-0.0051, 3.0E-4, 0.014, 0.0070, -4.0E-5, 1.0E-4
0.0051, 9.0E-4, 0.0070, 0.012, 3.0E-5, -1.0E-4
-0.0062, 0.0015, 0.0070, -0.0040, -4.0E-5, 1.0E-4
-0.0046, -5.0E-4, 0.0070, 0.0040, -3.0E-5, 1.0E-4
-0.0069, -3.0E-4, 0.0060, 0.0, -8.0E-5, 1.0E-4
-0.0065, -4.0E-4, 0.0080, -0.01, 1.1E-4, -1.0E-4
0.0041, 0.0010, 0.0070, -0.019, 2.0E-4, -1.0E-4
-0.0052, 7.0E-4, 0.013, -0.011, 6.0E-5, 1.0E-4
0.0080, 0.0013, 0.0040, 0.0070, 6.0E-5, -1.0E-4
0.0053, 3.0E-4, 0.025, 0.013, -6.0E-5, -1.0E-4
-0.0060, 0.0019, 0.012, -0.015, -1.1E-4, 3.0E-4
-0.0080, 0.0010, 0.012, 0.021, -4.8E-4, 5.0E-4
0.0060, -0.0043, 0.015, -0.0070, 3.0E-4, -2.0E-4
0.0065, -0.0034, 0.0030, 0.011, -1.1E-4, -2.0E-4
0.0017, 0.0025, 0.01, 0.011, -1.7E-4, -1.0E-4
0.0048, 2.0E-4, 0.0070, -0.015, 2.5E-4, -4.0E-4
0.0065, -0.0013, 0.0060, -0.034, 6.3E-4, -1.0E-4
0.0062, -0.0046, 0.014, 0.03, -2.2E-4, -3.0E-4
6.0E-4, -0.0018, 0.012, 0.036, -4.2E-4, 3.0E-4
-0.0128, 8.0E-4, 0.012, -0.026, -2.2E-4, 8.0E-4
-0.0083, -4.0E-4, 0.013, -0.015, -1.3E-4, 4.0E-4
0.0041, 0.0042, 0.015, 0.011, -8.0E-5, -1.0E-4
-0.0035, 2.0E-4, 0.014, 0.0060, -4.0E-5, 2.0E-4
-0.0038, -0.0014, 0.023, 0.016, -2.9E-4, 7.0E-4
0.0051, -1.0E-4, 0.012, -0.017, 2.7E-4, -4.0E-4
0.0032, 0.0020, 0.013, 0.011, -1.0E-4, -2.0E-4
0.0028, 0.0010, 0.013, -0.0080, 1.2E-4, -5.0E-4
0.0071, 1.0E-4, 0.012, -0.0040, 7.0E-5, -3.0E-4
0.0038, -0.0011, 0.0060, -0.011, 2.4E-4, -2.0E-4
-0.0017, 1.0E-4, 0.0090, -0.0090, 1.4E-4, 1.0E-4
-0.0016, 4.0E-4, 0.012, -0.01, 5.0E-5, 2.0E-4
0.0039, 5.0E-4, 0.0070, 0.012, -1.1E-4, -2.0E-4
0.0067, 0.0015, 0.0040, -0.011, 6.0E-5, -1.0E-4
0.0043, 0.0051, 0.01, 0.016, -4.7E-4, 1.0E-4
-0.0066, 0.0029, 0.015, 0.0070, -2.0E-4, 2.0E-4
0.0082, 0.0023, 0.0080, -0.0060, 8.0E-5, -1.0E-4
-0.0041, -3.0E-4, 0.0070, -0.013, 8.0E-5, 2.0E-4
-0.0037, 0.0010, 0.0090, 0.016, -3.0E-4, 3.0E-4
0.0065, 2.0E-4, 0.0060, -0.01, 2.3E-4, -2.0E-4
0.0056, 0.0016, 0.0050, 0.013, -7.0E-5, 1.0E-4
0.0026, 0.0035, 0.01, 0.03, -1.4E-4, -2.0E-4
0.0, 0.0031, 0.01, 0.042, -1.6E-4, -1.0E-4
0.0040, -4.0E-4, 0.011, 0.0020, 6.0E-5, -1.0E-4
-0.0045, -6.0E-4, 0.012, 0.0020, -1.0E-4, 4.0E-4
-0.0053, 0.0012, 0.011, 0.023, -1.7E-4, 2.0E-4
-0.0093, 0.0012, 0.0080, -0.0020, -1.3E-4, 3.0E-4
-0.0082, 0.0, 0.013, 0.037, -2.9E-4, 3.0E-4
5.0E-4, -0.0010, 0.016, 0.01, -8.0E-5, -1.0E-4
0.0049, -0.0011, 0.014, -0.0060, 1.8E-4, -2.0E-4
0.0050, 6.0E-4, 0.0080, 0.011, 9.0E-5, -3.0E-4
0.0036, -0.0018, 0.0060, -0.0080, 1.7E-4, -2.0E-4
-0.0041, 0.0013, 0.01, 0.0050, -1.5E-4, 3.0E-4
0.0077, 7.0E-4, 0.011, 0.02, 7.0E-5, -1.0E-4
-0.0092, -0.0012, 0.017, 0.031, -2.5E-4, 3.0E-4
-0.0035, 0.0021, 0.02, 0.012, -1.4E-4, -1.0E-4
-0.0066, -1.0E-4, 0.018, 0.0040, -1.8E-4, 3.0E-4
0.0058, 0.0023, 0.01, 0.032, -1.0E-4, -1.0E-4
0.0035, -6.0E-4, -0.0050, -0.0030, 4.0E-5, -2.0E-4
-0.0033, 3.0E-4, 0.0080, 0.0010, -1.0E-4, 1.0E-4
-0.0029, 0.0011, 0.0090, -0.012, 4.0E-5, 1.0E-4
-0.0036, 0.0010, 0.018, 0.016, -5.0E-5, 1.0E-4
-0.0053, -0.0023, 0.012, 0.0050, -7.0E-5, 3.0E-4
0.0040, -2.0E-4, 0.0070, 0.011, 8.0E-5, -1.0E-4
-0.0035, -5.0E-4, 0.0050, 0.0050, -4.0E-5, 1.0E-4
0.0040, 4.0E-4, 0.011, 0.028, -1.1E-4, -1.0E-4
-0.0061, 9.0E-4, 0.01, 0.0020, -1.4E-4, 1.0E-4
0.0040, -6.0E-4, 0.0090, -0.0070, 6.0E-5, -2.0E-4
0.0063, -2.0E-4, 0.021, -0.0020, 1.0E-4, -1.0E-4
1.0E-4, -0.0033, 0.0040, 0.034, -1.0E-4, -1.0E-4
-0.0022, 1.0E-4, 0.0050, -0.015, 9.0E-5, 1.0E-4
0.0044, 1.0E-4, 0.0040, -0.0060, 7.0E-5, -1.0E-4
0.0013, 4.0E-4, 0.0050, 0.01, -8.0E-5, -1.0E-4
0.0041, 5.0E-4, 0.014, 0.01, -3.0E-5, 1.0E-4
-0.0023, 5.0E-4, 0.0080, -0.012, 8.0E-5, 1.0E-4
0.0037, -1.0E-4, 0.0080, 0.013, -6.0E-5, -1.0E-4
-0.0055, -1.0E-4, 0.0070, 0.014, -1.0E-4, -1.0E-4
0.0080, 0.0016, 0.0090, -0.016, 1.6E-4, -1.0E-4
0.0054, -0.0013, 0.011, 0.029, -1.6E-4, -1.0E-4
0.0069, 5.0E-4, 0.0090, 0.019, 3.0E-5, -1.0E-4
-0.0042, 0.0, 0.0090, 0.024, -6.0E-5, 1.0E-4
-0.0039, 8.0E-4, 0.0040, 0.0060, -1.0E-5, 1.0E-4
-0.0060, 4.0E-4, 0.011, 0.0070, -1.2E-4, 1.0E-4
0.0041, 0.0020, 0.0090, -0.0070, 7.0E-5, -2.0E-4
-0.0106, -3.0E-4, 0.012, 0.014, -2.0E-4, 2.0E-4
-0.0040, 1.0E-4, 0.01, 0.012, -2.0E-5, -1.0E-4
0.0040, -4.0E-4, 0.0060, -0.0060, 1.6E-4, -2.0E-4
-0.0036, 4.0E-4, 0.012, 0.0070, -5.0E-5, 1.0E-4
0.0011, 2.0E-4, 0.0060, 0.01, 0.0, -2.0E-4
-0.0042, -0.0016, 0.0090, 0.031, -4.0E-5, -1.0E-4
0.0094, 5.0E-4, 0.014, 0.012, 1.0E-5, -5.0E-4
-0.0117, -3.0E-4, 0.013, -0.017, -1.0E-5, 2.0E-4
0.0066, 0.0, 0.0070, 0.013, 1.2E-4, -3.0E-4
0.0073, 0.0026, 0.017, -0.01, 1.0E-4, -1.0E-4
0.0032, 1.0E-4, 0.012, 0.027, -2.7E-4, -2.0E-4
0.0106, 0.0026, 0.018, 0.014, -2.0E-5, -1.0E-4
0.0074, 0.0046, 0.0040, -0.0050, 2.2E-4, -3.0E-4
0.0052, 7.0E-4, 0.014, 0.013, 5.0E-5, -1.0E-4
0.0096, 0.0031, 0.012, 0.019, -3.4E-4, -2.0E-4
0.0104, -0.0027, 0.0080, 0.012, 3.3E-4, -5.0E-4
-0.0023, 0.0026, 0.012, -0.01, -2.0E-5, 2.0E-4
-0.0038, 0.0014, 0.012, 0.0070, -8.0E-5, 1.0E-4
0.0047, -0.0010, 0.0060, -0.0070, 1.0E-4, -1.0E-4
-2.0E-4, 0.0018, 0.011, 0.027, -2.7E-4, -1.0E-4
-0.0097, -0.0017, 0.015, 0.012, -2.5E-4, 4.0E-4
0.0057, 0.0012, 0.0080, 0.021, -9.0E-5, -1.0E-4
-0.0039, 0.0013, 0.017, 0.026, -1.0E-4, -1.0E-4
0.0057, 9.0E-4, 0.0030, 0.013, 5.0E-5, -2.0E-4
-0.0033, -3.0E-4, 0.0080, -0.0030, -9.0E-5, 1.0E-4
-0.0036, -0.0013, -0.0020, -0.01, 4.0E-5, -1.0E-4
0.0079, -0.0039, 0.0080, -0.0010, 1.1E-4, -3.0E-4
-0.0033, -0.0021, 0.0080, 0.0090, -2.0E-5, 2.0E-4
-0.0061, 1.0E-4, 0.01, 0.021, -2.0E-4, 2.0E-4
0.0013, 0.0013, 0.0070, 0.0090, 5.0E-5, -1.0E-4
0.0038, 0.0015, 0.0080, -0.01, 1.4E-4, -2.0E-4
-3.0E-4, 0.0012, 0.0090, -0.0090, 1.0E-5, 1.0E-4
0.0067, -0.0012, 0.0050, 0.015, 2.0E-5, -1.0E-4
0.0045, 0.0010, 0.0070, 0.031, -1.1E-4, -1.0E-4
-0.0030, 0.0010, 0.01, -0.011, 1.0E-4, 1.0E-4
-0.0048, 0.0025, 0.014, 0.0060, -1.3E-4, 2.0E-4
-0.0042, 0.0026, 0.014, -0.028, 8.0E-5, 1.0E-4
-0.0053, -0.0019, 0.011, 0.0070, -1.8E-4, 3.0E-4
-0.0019, 0.0017, 0.01, -0.012, 2.0E-5, 1.0E-4
-0.0049, 0.0010, 0.012, 0.0020, -1.5E-4, 2.0E-4
-0.0030, 8.0E-4, 0.0090, -0.01, 3.0E-5, 1.0E-4
-0.0044, 6.0E-4, 0.011, 0.0050, -2.6E-4, 1.0E-4
-0.0070, -0.0015, 0.0090, -0.0030, -1.4E-4, 2.0E-4
-0.0010, -0.0025, 0.011, -0.01, 1.8E-4, 1.0E-4
-0.0074, 5.0E-4, 0.0080, -0.012, -1.3E-4, 4.0E-4
0.0082, 0.0025, 0.026, 0.01, -4.0E-5, -2.0E-4
-0.0076, 1.0E-4, 0.012, 0.024, -1.4E-4, 4.0E-4
0.0049, 0.0011, 0.012, -0.0050, 8.0E-5, -1.0E-4
0.0112, 0.0020, 0.0040, 0.028, -1.3E-4, -3.0E-4
-0.0073, 0.0012, 0.012, 0.014, -1.4E-4, 3.0E-4
-0.0050, 0.0019, 0.0090, 0.031, -3.8E-4, 1.0E-4
0.0093, 8.0E-4, 0.0050, 0.0020, 2.4E-4, -2.0E-4
0.0122, 6.0E-4, 0.015, 0.02, -1.7E-4, -1.0E-4
-0.0077, 1.0E-4, 0.0060, 0.043, -3.3E-4, 4.0E-4
0.0035, 0.0023, 0.0080, 0.013, 1.1E-4, -1.0E-4
0.0078, 0.0022, 0.016, -0.024, 1.3E-4, -2.0E-4
-0.0047, 6.0E-4, 0.014, 0.0070, -1.8E-4, 2.0E-4
0.0037, -0.0024, 0.01, 0.013, 4.0E-5, -2.0E-4
0.0032, 0.0017, 0.014, -0.0060, 1.1E-4, -2.0E-4
0.0070, 3.0E-4, 0.013, -0.0070, 6.0E-5, -1.0E-4
0.0050, -0.0014, 0.0090, -0.0030, -1.0E-5, -1.0E-4
8.0E-4, 1.0E-4, 0.0050, 0.01, -1.2E-4, 1.0E-4
-0.0095, -6.0E-4, 0.013, -0.014, 1.0E-4, 2.0E-4
-0.0033, 0.0014, 0.01, 0.013, -2.2E-4, 1.0E-4
-0.0048, 0.0, 0.012, -0.01, 6.0E-5, 1.0E-4
0.0059, -3.0E-4, 0.0080, -0.0040, 9.0E-5, -1.0E-4
0.0029, 0.0011, 0.013, 0.01, -9.0E-5, -1.0E-4
0.0047, -0.0014, 0.01, 0.0, 1.6E-4, -1.0E-4
0.0063, -3.0E-4, 0.0080, 0.02, 0.0, -1.0E-4
5.0E-4, 0.0019, 0.0040, 0.044, -1.2E-4, 1.0E-4
-0.0040, 0.0014, 0.012, 0.016, -8.0E-5, -1.0E-4
0.0086, -6.0E-4, 0.0010, -0.0050, 1.3E-4, -2.0E-4
0.0086, 0.0017, 0.0010, 0.013, -7.0E-5, -1.0E-4
-0.0058, 0.0016, 0.0090, 0.024, -2.4E-4, 2.0E-4
-0.0051, 0.0014, 0.014, 0.0060, -9.0E-5, 2.0E-4
0.0046, 3.0E-4, 0.0070, 0.028, -1.6E-4, -1.0E-4
0.0037, 0.0, 0.0050, -0.0080, 1.4E-4, -2.0E-4
0.0053, 0.0, 0.01, -0.0050, 9.0E-5, -1.0E-4
0.0045, 0.0010, 0.0050, 0.012, 4.0E-5, -2.0E-4
0.0046, -0.0039, 0.016, -0.0040, 1.0E-4, -1.0E-4
0.0026, 0.0013, 0.011, -0.0040, 7.0E-5, -1.0E-4
-0.0112, 0.0022, 0.013, 0.0070, -3.1E-4, 3.0E-4
-0.0074, 4.0E-4, 0.013, -0.03, 2.7E-4, 1.0E-4
-0.0071, -0.0018, -0.0010, -0.0010, -7.0E-5, 2.0E-4
0.0077, -0.0044, 0.0080, 0.03, -1.9E-4, -2.0E-4
0.0026, 1.0E-4, 0.0010, -0.0050, 1.6E-4, -1.0E-4
0.0033, -0.0016, 0.0010, 0.0090, 3.0E-5, -3.0E-4
0.0082, -0.0020, 0.02, 0.0080, 0.0, -1.0E-4
-0.0045, -0.0018, 0.0060, 0.022, -5.0E-5, 1.0E-4
0.0047, -6.0E-4, 0.0090, 0.012, 7.0E-5, -1.0E-4
-0.0037, 0.0, 0.012, 0.0070, -9.0E-5, 2.0E-4
0.0041, -3.0E-4, 0.0050, 0.014, 1.0E-5, -2.0E-4
-0.0063, 0.0011, 0.0090, 0.0020, -6.0E-5, 1.0E-4
-0.0102, -0.0019, 0.015, -0.01, -1.0E-5, 2.0E-4
9.0E-4, -0.0022, 0.0080, 0.03, -1.6E-4, -1.0E-4
-6.0E-4, 2.0E-4, 0.0070, 0.027, -1.7E-4, -1.0E-4
-0.0042, 4.0E-4, 0.0080, 0.023, -2.3E-4, 2.0E-4
0.0055, -4.0E-4, 0.0060, -0.0040, 1.4E-4, -1.0E-4
0.0035, 0.0013, 0.0030, 0.012, 2.0E-5, -2.0E-4
0.0078, -3.0E-4, 0.0070, 0.0070, 9.0E-5, -1.0E-4
0.0063, -0.0016, 0.0060, -0.0060, 1.7E-4, -1.0E-4
-0.0041, -8.0E-4, 0.023, 0.0070, -1.9E-4, 0.0011
-0.0055, 0.0020, 0.02, 0.03, -4.7E-4, 9.0E-4
0.0044, 0.0030, 0.02, 0.012, 6.0E-5, -4.0E-4
-0.0073, -8.0E-4, 0.015, 0.0050, -1.4E-4, 5.0E-4
0.0054, 0.0057, 0.016, -0.011, 2.4E-4, -3.0E-4
-0.0035, 6.0E-4, 0.022, 0.016, -2.1E-4, 5.0E-4
-0.0124, 0.0025, 0.022, 0.0070, -5.4E-4, 0.0015
-0.0038, -4.0E-4, 0.018, 0.027, -2.9E-4, 9.0E-4
0.0129, 0.0027, 0.011, 0.03, -4.6E-4, -4.0E-4
-0.0172, 9.0E-4, 0.016, 0.023, -7.1E-4, 0.0016
-0.0071, 0.0031, 0.0070, 0.0030, -1.3E-4, 2.0E-4
0.0092, 0.0035, 0.0010, 0.012, -3.0E-5, -2.0E-4
0.0054, -1.0E-4, 0.0070, -0.019, 4.7E-4, -1.0E-4
0.0111, 0.0030, 0.01, -0.0060, 2.9E-4, -2.0E-4
-0.0078, 0.0023, 0.019, 0.035, -3.7E-4, 1.0E-4
-0.0111, 6.0E-4, 0.017, 0.021, -1.9E-4, 3.0E-4
0.0074, 0.0015, 0.0050, -0.0050, 3.8E-4, -5.0E-4
0.0118, 0.0037, 0.0090, -0.0070, 1.1E-4, -0.0010
0.0043, 0.0030, 0.0050, -0.018, 8.0E-5, 2.0E-4
-0.0038, 0.0039, 0.019, 0.0010, -1.1E-4, 2.0E-4
0.0079, 0.0035, 0.0090, 0.04, -3.7E-4, -4.0E-4
8.0E-4, 0.0021, 0.011, 0.039, -5.6E-4, 2.0E-4
-0.0044, 5.0E-4, 0.0030, 0.024, -1.4E-4, 1.0E-4
-0.0052, 0.0010, 0.013, 0.0060, -1.6E-4, 4.0E-4
0.0055, 0.0024, 0.0060, -0.01, 2.3E-4, -6.0E-4
-0.0096, 0.0025, 0.016, -0.019, -1.4E-4, 8.0E-4
0.0095, 0.0021, 0.0050, -0.02, 4.5E-4, -4.0E-4
0.0038, 9.0E-4, 0.014, 0.034, -1.5E-4, -3.0E-4
-0.0081, 0.0012, 0.014, 0.026, -2.8E-4, 5.0E-4
0.0017, 0.0016, 0.028, -0.02, 2.1E-4, -4.0E-4
-0.0046, 1.0E-4, 0.0060, -0.014, 7.0E-5, 2.0E-4
0.0038, 0.0048, 0.016, -0.015, 9.0E-5, 1.0E-4
0.0056, 0.0014, 0.015, -0.0060, 7.0E-5, -3.0E-4
-0.0022, 0.0016, 0.012, -0.011, -2.0E-5, 2.0E-4
0.0037, 8.0E-4, 0.0090, -0.0050, 4.0E-5, -2.0E-4
-0.0025, 7.0E-4, 0.012, -0.011, 2.0E-5, 2.0E-4
0.0011, 0.0023, 0.011, 0.01, -9.0E-5, -1.0E-4
0.0097, 0.0042, 0.015, 0.02, -9.0E-5, -2.0E-4
0.0047, 0.0012, 0.0030, -0.013, 3.4E-4, -1.0E-4
0.0062, 0.0014, 0.0090, 0.015, -3.0E-5, -2.0E-4
0.0036, -5.0E-4, 0.0090, 0.027, -3.0E-5, -1.0E-4
0.0050, 0.0023, 0.0050, -0.0080, 2.2E-4, -2.0E-4
0.0052, 5.0E-4, 0.014, 0.013, -1.1E-4, -2.0E-4
0.0040, 8.0E-4, 0.01, 0.013, 0.0, -2.0E-4
0.0048, 0.0024, 0.017, -0.0070, 2.7E-4, -3.0E-4
0.0091, -3.0E-4, 0.0050, -0.0030, 1.5E-4, -1.0E-4
0.0052, 9.0E-4, 0.0, 0.0050, 1.2E-4, -1.0E-4
-0.0033, 0.0022, 0.016, -0.0070, -3.0E-5, 2.0E-4
-0.0083, 0.0, 0.0080, 0.0070, -3.0E-4, -1.0E-4
-0.0048, 0.0022, 0.0090, 0.023, -1.3E-4, 1.0E-4
6.0E-4, 0.0020, 0.0050, 0.0090, -4.0E-5, -2.0E-4
-0.0039, 0.0037, 0.011, 0.0060, -2.3E-4, 2.0E-4
0.0028, 7.0E-4, 0.013, -0.0070, 2.4E-4, -2.0E-4
0.0014, 2.0E-4, 0.0030, 0.0090, -2.0E-5, -2.0E-4
0.0115, 0.0032, 0.0060, 0.01, -1.0E-5, -1.0E-4
-0.0094, 0.0018, 0.011, -0.0010, -1.4E-4, 4.0E-4
-0.0091, 0.0025, 0.012, 0.0020, -2.7E-4, 5.0E-4
-0.0057, 8.0E-4, 0.0080, 0.014, -2.3E-4, 2.0E-4
0.0045, 0.0012, 0.011, 0.01, 1.9E-4, -4.0E-4
